,,,,,,,,,,,,,ADVANCE ELECTRICAL AND ELECTRONICS LABORATORY MACHINES / EQUIPMENT / INSTRUMENTS MASTERPLAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,FY 2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,PARTICULARS,,,,,INVENTORY ,,,,,,,,,,,,PREVENTIVE MAINTENANCE,,,,,,,,,,,,CORRECTIVE MAINTENANCE,,,,,,,,,,,,CALIBRATION,,,,,,,,,,,
,Equipment Code,Name of Machine / Equipment / Instrument,Quantity,Date Aquired ,Serial No. ,User Manual (0/1/A),Calibration Code (0/1),JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,A) Frequently Used,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,COMPUTER SET,1,02/14/2014,,A,0,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
,2,COMPUTER SET,1,02/14/2014,,A,0,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
,3,COMPUTER SET,1,02/14/2014,,A,0,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
,4,COMPUTER SET,1,02/14/2014,,A,0,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
,5,COMPUTER SET,1,02/14/2014,,A,0,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
,6,COMPUTER SET,1,02/14/2014,,A,0,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
,7,COMPUTER SET,1,02/14/2014,,A,0,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
,8,COMPUTER SET,1,02/14/2014,,A,0,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
,9,COMPUTER SET,1,02/14/2014,,A,0,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
,10,COMPUTER SET,1,02/14/2014,,A,0,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
,11,COMPUTER SET,1,02/14/2014,,A,0,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
,12,COMPUTER SET,1,02/14/2014,,A,0,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
,13,COMPUTER SET,1,02/14/2014,,A,0,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
,14,COMPUTER SET,1,02/14/2014,,A,0,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
,15,COMPUTER SET,1,02/14/2014,,A,0,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
,16,COMPUTER SET,1,02/14/2014,,A,0,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
,17,COMPUTER SET,1,02/14/2014,,A,0,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
,18,COMPUTER SET,1,02/14/2014,,A,0,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
,19,COMPUTER SET,1,02/14/2014,,A,0,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
,20,COMPUTER SET,1,02/14/2014,,A,0,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,B)  Moderately Used,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.01,NI EDUCATIONAL LABORATORY VIRTUAL INSTRUMENT SUITE,1,02/14/2014,,1,0,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
,2.02,NI EDUCATIONAL LABORATORY VIRTUAL INSTRUMENT SUITE,1,02/14/2014,,1,0,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
,2.03,NI EDUCATIONAL LABORATORY VIRTUAL INSTRUMENT SUITE,1,02/14/2014,,1,0,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
,2.04,NI EDUCATIONAL LABORATORY VIRTUAL INSTRUMENT SUITE,1,02/14/2014,,1,0,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
,2.05,NI EDUCATIONAL LABORATORY VIRTUAL INSTRUMENT SUITE,1,02/14/2014,,1,0,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
,2.06,NI EDUCATIONAL LABORATORY VIRTUAL INSTRUMENT SUITE,1,02/14/2014,,1,0,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
,2.07,NI EDUCATIONAL LABORATORY VIRTUAL INSTRUMENT SUITE,1,02/14/2014,,1,0,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
,2.08,NI EDUCATIONAL LABORATORY VIRTUAL INSTRUMENT SUITE,1,02/14/2014,,1,0,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
,2.09000000000001,NI EDUCATIONAL LABORATORY VIRTUAL INSTRUMENT SUITE,1,02/14/2014,,1,0,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
,2.1,NI EDUCATIONAL LABORATORY VIRTUAL INSTRUMENT SUITE,1,02/14/2014,,1,0,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
,2.11,NI EDUCATIONAL LABORATORY VIRTUAL INSTRUMENT SUITE,1,02/14/2014,,1,0,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
,2.12,NI EDUCATIONAL LABORATORY VIRTUAL INSTRUMENT SUITE,1,02/14/2014,,1,0,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
,2.13,NI EDUCATIONAL LABORATORY VIRTUAL INSTRUMENT SUITE,1,02/14/2014,,1,0,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
,2.14,NI EDUCATIONAL LABORATORY VIRTUAL INSTRUMENT SUITE,1,02/14/2014,,1,0,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
,2.15,NI EDUCATIONAL LABORATORY VIRTUAL INSTRUMENT SUITE,1,02/14/2014,,1,0,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
,2.16,NI EDUCATIONAL LABORATORY VIRTUAL INSTRUMENT SUITE,1,02/14/2014,,1,0,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
,2.17,NI EDUCATIONAL LABORATORY VIRTUAL INSTRUMENT SUITE,1,02/14/2014,,1,0,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
,2.18,NI EDUCATIONAL LABORATORY VIRTUAL INSTRUMENT SUITE,1,02/14/2014,,1,0,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
,2.19,NI EDUCATIONAL LABORATORY VIRTUAL INSTRUMENT SUITE,1,02/14/2014,,1,0,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
,2.2,NI EDUCATIONAL LABORATORY VIRTUAL INSTRUMENT SUITE,1,02/14/2014,,1,0,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.01,DIGITAL TRAINER,1,02/14/2014,,1,0,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
